lockfile,package,version,decision,reason,parents,advisory_ids,advisory_action
Cargo.lock,sqlx-macros,0.8.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sqlx-macros-core,0.8.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-macros@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sqlx-mysql,0.8.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-macros-core@0.8.6; sqlx@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sqlx-postgres,0.8.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-macros-core@0.8.6; sqlx@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sqlx-sqlite,0.8.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-macros-core@0.8.6; sqlx@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,stable_deref_trait,1.2.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,yoke@0.8.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,static_assertions,1.1.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ouroboros@0.18.5,,No OSV match on audit date; not a safety guarantee
Cargo.lock,stringprep,0.1.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-mysql@0.8.6; sqlx-postgres@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,strsim,0.11.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,darling_core@0.20.11,,No OSV match on audit date; not a safety guarantee
Cargo.lock,strum,0.26.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,subtle,2.6.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,crypto-bigint@0.5.5; curve25519-dalek@4.1.3; digest@0.10.7; ed25519-dalek@2.2.0; elliptic-curve@0.13.8; ff@0.13.1; group@0.13.0; rfc6979@0.4.0; rsa@0.9.10; rustls@0.23.41; sec1@0.7.3; universal-hash@0.5.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,syn,2.0.118,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,async-stream-impl@0.3.6; async-trait@0.1.89; aws-smithy-runtime-api-macros@1.1.0; curve25519-dalek-derive@0.1.1; darling_core@0.20.11; darling_macro@0.20.11; derive_builder_core@0.20.2; derive_builder_macro@0.20.2; derive_more-impl@2.1.1; displaydoc@0.2.6; futures-macro@0.3.32; inherent@1.0.13; jni-macros@0.22.4; jni-sys-macros@0.4.1; ouroboros_macro@0.18.5; proc-macro2-diagnostics@0.10.1; sea-bae@0.2.2; sea-orm-macros@1.1.20; sea-query-derive@0.4.3; sea-schema-derive@0.3.0; serde_derive@1.0.228; sqlx-macros-core@0.8.6; sqlx-macros@0.8.6; synstructure@0.13.2; thiserror-impl@2.0.18; tokio-macros@2.7.0; tracing-attributes@0.1.31; ts-rs-macros@12.0.1; wasm-bindgen-macro-support@0.2.126; windows-implement@0.60.2; windows-interface@0.59.3; yoke-derive@0.8.2; zerocopy-derive@0.8.52; zerofrom-derive@0.1.7; zeroize_derive@1.5.0; zerovec-derive@0.11.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,syn,3.0.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ref-cast-impl@1.0.27; schemars_derive@1.2.2; serde_derive_internals@0.30.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sync_wrapper,1.0.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,axum-core@0.5.6; axum@0.8.9; reqwest@0.12.28; reqwest@0.13.4; tower@0.5.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,synstructure,0.13.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,yoke-derive@0.8.2; zerofrom-derive@0.1.7,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tar,0.4.46,Keep,Cache archive reader/writer with many format and path edge cases. Existing 0.4.46 is current. Retain Scope extraction limits and path rules.,scope-runner-runtime@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tempfile,3.27.0,Keep,Safe temporary files/directories used around untrusted data and subprocesses. Existing version is current. Avoid hand-rolled cleanup and name generation.,api@0.1.0; scope-git-process@0.1.0; scope-git-storage@0.1.0; scope-media-worker@0.1.0; scope-runner-runtime@0.1.0; worker@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,termcolor,1.4.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ts-rs-macros@12.0.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,thiserror,2.0.18,Keep,Domain and infrastructure error definitions. Routine patch update. Generated boilerplate is preferable to many manual Error/Display implementations.,jni@0.22.4; quinn-proto@0.11.15; quinn@0.11.11; scope-cache-domain@0.1.0; scope-domain@0.1.0; scope-git-process@0.1.0; scope-git-storage@0.1.0; scope-git@0.1.0; scope-media-storage@0.1.0; scope-media-worker@0.1.0; scope-postgres@0.1.0; scope-run-config@0.1.0; scope-service-runtime@0.1.0; sea-orm@1.1.20; sea-query-derive@0.4.3; simple_asn1@0.6.4; sqlx-core@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; sqlx-sqlite@0.8.6; ts-rs@12.0.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,thiserror-impl,2.0.18,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,thiserror@2.0.18,,No OSV match on audit date; not a safety guarantee
Cargo.lock,thread_local,1.1.9,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tracing-subscriber@0.3.23,,No OSV match on audit date; not a safety guarantee
Cargo.lock,time,0.3.52,Keep,Parsing/formatting timestamps. Update both locks to 0.3.55. Prefer this existing time owner over introducing new direct chrono usage.,api@0.1.0; aws-config@1.11.0; aws-sigv4@1.5.1; aws-smithy-types@1.6.2; scope-postgres@0.1.0; sea-orm@1.1.20; simple_asn1@0.6.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,time-core,0.1.9,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,time-macros@0.2.31; time@0.3.52,,No OSV match on audit date; not a safety guarantee
Cargo.lock,time-macros,0.2.31,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,time@0.3.52,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tinystr,0.8.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,icu_locale_core@2.2.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tinyvec,1.11.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,quinn-proto@0.11.15; unicode-normalization@0.1.25,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tinyvec_macros,0.1.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tinyvec@1.11.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tokio,1.52.3,Keep,"Service runtime, process control, I/O and concurrency. Update to 1.53.1 with shutdown/cancellation checks. Reimplementing a runtime is outside Scope business logic.",api@0.1.0; async-compression@0.4.43; aws-config@1.11.0; aws-smithy-async@1.3.0; aws-smithy-http-client@1.4.0; aws-smithy-runtime-api@1.15.0; aws-smithy-runtime@1.14.0; aws-smithy-types@1.6.2; axum@0.8.9; h2@0.3.27; h2@0.4.19; hyper-rustls@0.24.2; hyper-rustls@0.27.9; hyper-util@0.1.20; hyper@0.14.32; hyper@1.10.1; posthog-rs@0.24.0; quinn@0.11.11; reqwest@0.12.28; reqwest@0.13.4; scope-cache-service@0.1.0; scope-git-process@0.1.0; scope-git-storage@0.1.0; scope-media-service@0.1.0; scope-media-storage@0.1.0; scope-media-worker@0.1.0; scope-object-store@0.1.0; scope-postgres@0.1.0; scope-repo-router@0.1.0; scope-service-runtime@0.1.0; sea-orm-cli@1.1.20; sqlx-core@0.8.6; sqlx-macros-core@0.8.6; tokio-rustls@0.24.1; tokio-rustls@0.26.4; tokio-stream@0.1.18; tokio-util@0.7.18; tower-http@0.6.11; tower@0.5.3; worker@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tokio-macros,2.7.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tokio@1.52.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tokio-rustls,0.24.1,Delete via feature cleanup,Temporary-manifest Cargo tree experiment removes this version when AWS legacy rustls features are disabled. Build/integration validation still required.,hyper-rustls@0.24.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tokio-rustls,0.26.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-smithy-http-client@1.4.0; hyper-rustls@0.27.9; reqwest@0.12.28; reqwest@0.13.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tokio-stream,0.1.18,Keep,"SSE and stream wrappers over Tokio channels/readers. Routine patch update. Removing it would duplicate small, already shared adapters.",api@0.1.0; scope-media-service@0.1.0; scope-media-storage@0.1.0; scope-repo-router@0.1.0; sqlx-core@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tokio-util,0.7.18,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-smithy-types@1.6.2; h2@0.3.27; h2@0.4.19; reqwest@0.12.28; tokio-stream@0.1.18; tower-http@0.6.11,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tower,0.5.3,Keep,Service utilities for route tests and framework behavior. Direct declarations are development-only. Remains an Axum dependency.,api@0.1.0; aws-smithy-http-client@1.4.0; axum@0.8.9; reqwest@0.12.28; reqwest@0.13.4; scope-cache-service@0.1.0; scope-media-service@0.1.0; scope-repo-router@0.1.0; tower-http@0.6.11,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tower-http,0.6.11,Keep,CORS and tracing middleware. Stay on patched 0.6 until 0.7 compatibility is tested; do not rewrite HTTP policy middleware to save a transitive dependency.,api@0.1.0; reqwest@0.12.28; reqwest@0.13.4; scope-cache-service@0.1.0; scope-media-service@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tower-layer,0.3.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,axum-core@0.5.6; axum@0.8.9; tower-http@0.6.11; tower@0.5.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tower-service,0.3.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,axum-core@0.5.6; axum@0.8.9; hyper-rustls@0.27.9; hyper-util@0.1.20; hyper@0.14.32; reqwest@0.12.28; reqwest@0.13.4; tower-http@0.6.11; tower@0.5.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tracing,0.1.44,Keep,Structured service diagnostics. Current version is current. Keep a single logging ecosystem.,api@0.1.0; aws-config@1.11.0; aws-runtime@1.9.1; aws-sdk-lambda@1.142.0; aws-sdk-s3@1.144.0; aws-sdk-sts@1.113.0; aws-sigv4@1.5.1; aws-smithy-checksums@0.65.0; aws-smithy-http-client@1.4.0; aws-smithy-http@0.64.0; aws-smithy-runtime-api@1.15.0; aws-smithy-runtime@1.14.0; aws-types@1.5.0; axum-core@0.5.6; axum@0.8.9; h2@0.3.27; h2@0.4.19; hyper-util@0.1.20; hyper@0.14.32; posthog-rs@0.24.0; quinn-proto@0.11.15; quinn-udp@0.5.14; quinn@0.11.11; scope-cache-service@0.1.0; scope-git-storage@0.1.0; scope-media-service@0.1.0; scope-media-worker@0.1.0; scope-postgres@0.1.0; scope-product-analytics@0.1.0; scope-repo-router@0.1.0; scope-service-runtime@0.1.0; sea-orm-cli@1.1.20; sea-orm-migration@1.1.20; sea-orm@1.1.20; sqlx-core@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; sqlx-sqlite@0.8.6; tower-http@0.6.11; tower@0.5.3; tracing-subscriber@0.3.23; worker@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tracing-attributes,0.1.31,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tracing@0.1.44,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tracing-core,0.1.36,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tracing-log@0.2.0; tracing-subscriber@0.3.23; tracing@0.1.44,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tracing-log,0.2.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tracing-subscriber@0.3.23,,No OSV match on audit date; not a safety guarantee
Cargo.lock,tracing-subscriber,0.3.23,Keep,Centralized runtime log configuration. Existing version is current and used through scope-service-runtime.,api@0.1.0; scope-service-runtime@0.1.0; sea-orm-cli@1.1.20; sea-orm-migration@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,try-lock,0.2.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,want@0.3.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ts-rs,12.0.1,Keep,Generates TypeScript declarations from Rust contracts. Optional export feature is appropriate. Keep alongside Schemars/Ajv; static types do not validate network data.,api@0.1.0; scope-api-contract@0.1.0,,No OSV match on audit date; not a safety guarantee
